unigene,A Chr,C Chr,AGI
Cab019962.1,A01,.,AT4G32090.1
Cab019961.1,A01,.,0
Cab019960.1,A01,.,0
Cab019959.1,A01,.,0
Cab019958.1,A01,.,0
Cab019957.1,A01,.,AT4G31480.2
Cab019956.1,A01,.,AT4G31460.1
Cab019955.1,A01,.,0
Cab019954.1,A01,.,0
Cab019953.1,A01,.,0
BnaA01g05790D,A01,.,AT4G31450.1
Cab019952.1,A01,.,AT4G31440.1
Cab019951.1,A01,.,AT4G31430.3
Cab019950.1,A01,.,AT4G31420.1
Cab019949.1,A01,.,0
Cab019948.1,A01,.,AT4G31410.2
BnaA01g05850D,A01,.,0
Cab019947.2,A01,.,AT4G31390.1
Cab019946.1,A01,.,AT4G31380.1
Cab019945.1,A01,.,0
Cab019944.1,A01,.,0
Cab044912.1,A01,.,0
Cab019943.1,A01,.,AT4G31360.1
Cab019942.1,A01,.,AT4G31380.1
Cab019941.1,A01,.,AT4G31360.1
Cab019940.1,A01,.,AT4G31350.2
Cab019939.1,A01,.,0
Cab019938.1,A01,.,AT4G31340.1
Cab019937.1,A01,.,AT4G31330.1
Cab019936.1,A01,.,AT4G31320.1
Cab019935.1,A01,.,AT4G31300.3
Cab019934.1,A01,.,AT4G31290.1
Cab019933.1,A01,.,AT4G31250.1
Cab019932.1,A01,.,AT4G31250.1
BnaA01g05980D,A01,.,AT4G31240.2
Cab019931.2,A01,.,AT4G31210.1
Cab019930.1,A01,.,AT4G31200.1
Cab019929.1,A01,.,AT4G31180.2
Cab019928.2,A01,.,AT4G31170.3
Cab019927.1,A01,.,AT4G31140.1
Cab019926.1,A01,.,AT4G31130.1
Cab019925.1,A01,.,AT4G31100.1
Cab019923.2,A01,.,AT4G31100.1
BnaA01g06070D,A01,.,0
Cab019922.1,A01,.,AT4G31110.1
Cab019921.1,A01,.,0
Cab019920.1,A01,.,AT4G31050.1
Cab019919.4,A01,.,AT4G31040.1
Cab019918.1,A01,.,AT4G31000.1
Cab019917.1,A01,.,AT2G24280.1
Cab019916.1,A01,.,AT4G30993.2
Cab019915.1,A01,.,AT4G30980.1
Cab019914.1,A01,.,AT5G04590.1
Cab019913.1,A01,.,AT4G30960.1
Cab019912.1,A01,.,0
Cab019911.1,A01,.,AT4G30950.1
Cab019910.1,A01,.,0
Cab019909.2,A01,.,AT4G30930.1
Cab019908.1,A01,.,AT4G30920.1
Cab019907.1,A01,.,AT4G30900.2
Cab019906.1,A01,.,AT4G30890.3
Cab019905.1,A01,.,AT4G30880.1
Cab019904.1,A01,.,AT4G30850.2
Cab019903.1,A01,.,AT4G30840.1
Cab019902.1,A01,.,AT4G30830.1
BnaA01g06290D,A01,.,AT4G30840.1
Cab019901.1,A01,.,AT4G30825.1
Cab019900.1,A01,.,AT4G30810.1
Cab019899.1,A01,.,0
Cab019898.1,A01,.,0
Cab047829.1,A01,.,0
Cab019897.1,A01,.,AT4G30810.1
Cab019896.1,A01,.,AT4G30790.1
BnaA01g06360D,A01,.,0
Cab019895.2,A01,.,AT4G30710.1
Cab019894.1,A01,.,AT4G30700.1
Cab043544.1,A01,.,AT4G30700.1
Cab019893.2,A01,.,AT2G24050.1
Cab019892.1,A01,.,0
Cab019891.1,A01,.,0
Cab019890.1,A01,.,AT4G30120.1
Cab019889.1,A01,.,0
Cab019888.1,A01,.,0
Cab019887.1,A01,.,AT4G30110.1
Cab019886.1,A01,.,AT4G30710.2
Cab019885.1,A01,.,AT4G30700.1
Cab019884.1,A01,.,AT2G24050.1
Cab019883.1,A01,.,0
Cab019882.2,A01,.,0
Cab019881.1,A01,.,0
Cab019880.1,A01,.,AT4G30650.1
Cab019879.1,A01,.,0
Cab019878.1,A01,.,0
Cab019877.2,A01,.,0
Cab019876.1,A01,.,AT4G30630.1
Cab019875.1,A01,.,AT4G30600.1
Cab047651.1,A01,.,AT4G30600.1
Cab019874.2,A01,.,0
Cab019873.1,A01,.,AT4G30530.1
Cab019872.1,A01,.,AT4G30520.1
Cab019871.1,A01,.,AT4G30520.1
Cab019870.1,A01,.,0
Cab019869.1,A01,.,AT4G30500.1
BnaA01g06580D,A01,.,0
Cab019868.1,A01,.,AT4G30480.3
Cab019867.2,A01,.,0
Cab019866.1,A01,.,AT4G30450.1
Cab019865.1,A01,.,0
Cab019864.2,A01,.,AT4G30440.1
Cab019863.1,A01,.,0
Cab019862.1,A01,.,0
Cab019861.1,A01,.,AT4G30420.1
Cab019860.1,A01,.,AT4G30420.1
Cab019859.1,A01,.,0
Cab019858.2,A01,.,AT4G30410.1
Cab019857.1,A01,.,AT4G30400.1
Cab019856.1,A01,.,AT4G30380.1
Cab019855.1,A01,.,AT4G30370.1
Cab019854.2,A01,.,AT4G30360.1
Cab019853.1,A01,.,0
BnaA01g06690D,A01,.,0
Cab019852.1,A01,.,AT4G30340.1
Cab019851.1,A01,.,AT4G30320.1
Cab019850.1,A01,.,0
Cab019849.1,A01,.,AT1G65310.1
Cab019848.1,A01,.,AT4G30280.1
Cab019847.2,A01,.,AT4G30270.1
Cab019846.1,A01,.,AT4G30250.1
Cab019845.1,A01,.,AT4G30240.1
Cab019844.1,A01,.,0
Cab019843.1,A01,.,AT4G30210.2
Cab019842.1,A01,.,AT4G30200.4
Cab019841.1,A01,.,AT4G23410.1
Cab019840.1,A01,.,AT4G30190.1
Cab019839.1,A01,.,AT4G30180.1
Cab047201.1,A01,.,0
Cab019838.1,A01,.,AT4G30170.1
Cab019837.1,A01,.,0
Cab019836.1,A01,.,AT4G30160.1
Cab019835.1,A01,.,AT4G30150.1
Cab019834.1,A01,.,AT4G30130.1
Cab019833.1,A01,.,AT4G30120.1
Cab019832.1,A01,.,AT4G30110.1
Cab019831.1,A01,.,AT4G30090.1
Cab019830.1,A01,.,AT4G30080.1
Cab019829.1,A01,.,0
Cab019828.1,A01,.,AT4G30030.1
Cab019827.1,A01,.,AT4G30020.1
Cab019826.1,A01,.,AT2G25680.1
Cab019825.1,A01,.,0
BnaA01g06960D,A01,.,0
Cab019824.1,A01,.,AT4G29990.1
Cab019823.2,A01,.,0
Cab019822.2,A01,.,AT4G29950.1
Cab019821.1,A01,.,0
Cab019820.1,A01,.,AT4G29940.2
Cab019819.2,A01,.,AT4G29930.3
Cab019818.1,A01,.,0
Cab019817.1,A01,.,AT4G29920.1
Cab019816.1,A01,.,0
Cab019815.5,A01,.,0
BnaA01g07060D,A01,.,0
Cab019814.1,A01,.,0
Cab019813.1,A01,.,0
Cab019812.1,A01,.,AT4G29900.1
Cab019811.1,A01,.,AT4G29870.1
Cab019810.1,A01,.,AT4G29860.1
Cab019809.4,A01,.,AT4G29840.1
BnaA01g07150D,A01,.,AT4G29830.1
Cab019808.1,A01,.,AT4G29820.1
Cab019807.1,A01,.,AT4G29810.1
Cab019806.1,A01,.,AT4G29800.2
Cab019805.1,A01,.,AT4G29790.1
Cab019804.1,A01,.,AT4G29780.1
Cab019803.2,A01,.,AT4G29735.1
Cab019802.1,A01,.,AT4G29730.1
Cab019801.1,A01,.,AT4G29720.1
Cab019800.1,A01,.,0
Cab019799.1,A01,.,0
Cab019798.1,A01,.,AT4G29700.1
Cab019797.1,A01,.,0
Cab019796.1,A01,.,AT4G29690.1
Cab019795.1,A01,.,0
Cab019794.2,A01,.,AT4G29680.1
Cab019793.1,A01,.,AT4G29670.1
Cab019792.1,A01,.,AT4G29660.1
Cab019791.1,A01,.,AT4G29658.1
Cab019790.1,A01,.,0
Cab019789.1,A01,.,0
Cab019788.1,A01,.,0
Cab019787.1,A01,.,AT4G29540.2
Cab019786.1,A01,.,AT4G29530.1
Cab019785.1,A01,.,AT4G29490.1
Cab019784.1,A01,.,AT4G29480.1
BnaA01g07370D,A01,.,0
Cab019783.1,A01,.,0
Cab019782.1,A01,.,0
Cab019781.1,A01,.,0
Cab019780.1,A01,.,0
Cab019779.1,A01,.,0
Cab019778.1,A01,.,AT4G29460.1
Cab019777.1,A01,.,AT4G29450.1
Cab019776.1,A01,.,0
Cab019775.2,A01,.,AT4G29440.2
BnaA01g07430D,A01,.,AT4G29430.1
Cab019774.1,A01,.,AT4G29420.1
Cab019773.1,A01,.,AT4G29410.2
Cab019772.1,A01,.,AT4G29400.1
Cab019769.1,A01,.,AT2G19750.1
Cab019771.1,A01,.,AT2G19750.1
Cab047852.1,A01,.,AT2G19750.1
Cab019770.1,A01,.,AT4G29380.1
Cab019768.1,A01,.,AT4G29380.1
Cab019767.1,A01,.,0
Cab019766.1,A01,.,0
Cab019764.1,A01,.,AT4G29310.1
Cab019763.1,A01,.,AT4G29310.1
Cab019762.1,A01,.,0
Cab019761.1,A01,.,0
Cab019760.1,A01,.,AT4G29260.1
Cab019759.1,A01,.,AT4G29230.1
Cab019758.1,A01,.,AT4G29220.1
Cab019757.1,A01,.,AT4G29210.1
Cab019756.1,A01,.,0
Cab019755.1,A01,.,AT4G29190.1
Cab019754.2,A01,.,0
Cab019753.4,A01,.,AT4G29160.3
Cab019752.1,A01,.,AT4G29140.1
BnaA01g24620D,A01,.,0
Cab019751.1,A01,.,AT4G29100.1
BnaA01g07710D,A01,.,0
BnaA01g07720D,A01,.,AT5G04200.1
BnaA01g07730D,A01,.,AT5G04190.1
BnaA01g07740D,A01,.,0
BnaA01g07750D,A01,.,AT5G04130.1
BnaA01g07760D,A01,.,0
BnaA01g07770D,A01,.,0
BnaA01g07780D,A01,.,0
BnaA01g07790D,A01,.,0
BnaA01g07800D,A01,.,0
Cab019750.1,A01,.,0
Cab019749.1,A01,.,0
Cab019748.1,A01,.,AT4G29080.1
Cab019747.1,A01,.,AT4G29070.2
Cab019746.1,A01,.,AT4G29060.1
Cab019745.1,A01,.,AT4G26870.1
Cab019744.1,A01,.,AT4G29050.1
Cab019743.1,A01,.,AT4G29040.1
BnaA01g07870D,A01,.,0
BnaA01g07880D,A01,.,0
Cab019742.1,A01,.,0
Cab019741.1,A01,.,AT4G29020.1
Cab019740.3,A01,.,AT4G29010.1
Cab019739.1,A01,.,AT4G28990.1
Cab019738.1,A01,.,AT4G28980.1
Cab019737.1,A01,.,AT4G28950.1
Cab019736.1,A01,.,AT3G23890.2
Cab019735.1,A01,.,AT4G28940.1
Cab019734.1,A01,.,AT4G28910.3
BnaA01g07990D,A01,.,AT4G05540.1
BnaA01g08000D,A01,.,AT4G05530.1
Cab019733.1,A01,.,AT4G28890.1
Cab019732.1,A01,.,AT4G28880.1
Cab019731.1,A01,.,AT4G28850.1
Cab019730.1,A01,.,AT4G28840.1
Cab019729.1,A01,.,AT4G28830.1
Cab019728.1,A01,.,0
Cab019727.1,A01,.,AT4G28800.1
BnaA01g08080D,A01,.,AT3G53890.2
Cab019726.1,A01,.,AT4G28800.1
Cab019725.1,A01,.,AT4G28780.1
Cab019724.1,A01,.,AT4G28770.2
Cab019723.1,A01,.,AT4G28760.2
Cab019722.1,A01,.,AT4G28750.1
Cab019721.1,A01,.,AT4G28730.1
Cab019720.1,A01,.,AT4G28720.1
Cab019719.1,A01,.,0
Cab019718.1,A01,.,AT4G28710.1
Cab019717.1,A01,.,AT4G28703.1
Cab019716.1,A01,.,AT4G28700.1
Cab019715.1,A01,.,AT2G20310.1
Cab019714.1,A01,.,AT4G28680.1
Cab019713.2,A01,.,AT4G28670.1
Cab019712.1,A01,.,AT4G28650.1
Cab019711.1,A01,.,AT4G28640.1
Cab019710.1,A01,.,0
Cab019709.1,A01,.,AT4G28630.1
Cab019708.1,A01,.,AT4G28610.1
Cab019707.1,A01,.,AT4G28600.1
Cab019706.1,A01,.,AT4G28600.1
Cab019705.1,A01,.,0
Cab019704.1,A01,.,0
Cab019703.1,A01,.,0
Cab019702.1,A01,.,AT4G28540.1
Cab019701.1,A01,.,AT4G28530.1
Cab019700.1,A01,.,AT4G28520.1
Cab019699.1,A01,.,AT4G28510.1
Cab019698.1,A01,.,AT4G28500.1
Cab019697.1,A01,.,AT4G28490.1
Cab019696.1,A01,.,AT4G28485.1
Cab019694.1,A01,.,0
Cab019695.1,A01,.,AT4G28480.1
Cab019693.1,A01,.,AT4G28480.1
Cab019692.1,A01,.,AT4G28470.1
Cab019691.1,A01,.,0
Cab019690.1,A01,.,AT4G28430.1
Cab019689.1,A01,.,AT4G28420.2
Cab019688.1,A01,.,AT4G28420.2
Cab019687.1,A01,.,AT2G20610.2
Cab019686.1,A01,.,0
Cab019685.1,A01,.,0
Cab022112.1,A01,.,0
Cab022113.1,A01,.,AT4G28405.1
Cab022114.1,A01,.,AT4G28400.1
Cab022115.1,A01,.,AT4G17490.1
Cab022116.1,A01,.,AT4G17500.1
Cab022117.1,A01,.,AT4G17510.1
Cab022118.1,A01,.,AT4G17520.1
Cab022119.1,A01,.,AT4G17540.1
Cab022120.1,A01,.,AT4G17550.1
Cab022121.1,A01,.,0
Cab022122.1,A01,.,AT4G17570.3
Cab022123.2,A01,.,AT2G07170.1
Cab022124.1,A01,.,AT4G17610.1
Cab022125.1,A01,.,AT4G17615.1
Cab022126.1,A01,.,AT4G17620.1
Cab022127.1,A01,.,AT4G17640.1
Cab022128.1,A01,.,0
Cab022129.1,A01,.,AT4G17670.1
Cab022130.1,A01,.,0
Cab022131.1,A01,.,0
Cab022132.1,A01,.,0
Cab022133.1,A01,.,AT4G17690.1
Cab022134.1,A01,.,AT4G17695.1
Cab022135.1,A01,.,AT4G17720.1
Cab022136.1,A01,.,AT4G17730.1
Cab022137.1,A01,.,AT4G17750.1
BnaA01g08650D,A01,.,0
BnaA01g08660D,A01,.,0
Cab022138.1,A01,.,AT4G17785.1
Cab022139.2,A01,.,AT4G17790.1
Cab022140.1,A01,.,AT4G17800.1
Cab022141.1,A01,.,AT4G17810.1
Cab022142.1,A01,.,AT4G17830.1
Cab022143.1,A01,.,0
BnaA01g08730D,A01,.,0
BnaA01g08740D,A01,.,0
Cab022144.1,A01,.,0
Cab022145.2,A01,.,0
Cab022146.1,A01,.,AT4G17880.1
Cab022148.1,A01,.,0
Cab022149.2,A01,.,AT4G17890.1
Cab022150.1,A01,.,AT4G17900.1
Cab022151.1,A01,.,AT4G17905.1
Cab022152.1,A01,.,0
Cab022153.1,A01,.,AT4G17920.1
Cab022154.3,A01,.,AT4G17950.1
Cab022155.1,A01,.,AT4G17960.1
Cab022156.1,A01,.,0
Cab022158.1,A01,.,AT5G46570.1
BnaA01g08880D,A01,.,0
Cab022159.1,A01,.,AT4G18010.1
Cab022160.1,A01,.,0
Cab022161.1,A01,.,AT4G18020.6
Cab022162.1,A01,.,0
Cab022163.1,A01,.,AT1G11130.1
Cab022164.1,A01,.,AT4G18030.1
Cab022165.1,A01,.,AT4G18040.1
Cab022166.1,A01,.,AT4G18100.1
BnaA01g08930D,A01,.,AT4G18120.2
Cab022167.4,A01,.,AT4G18130.1
Cab022168.1,A01,.,AT4G18160.1
Cab022169.1,A01,.,0
BnaA01g08980D,A01,.,0
Cab022170.1,A01,.,0
Cab022171.1,A01,.,AT4G18170.1
Cab022172.1,A01,.,AT4G18190.1
Cab022173.1,A01,.,AT4G18195.1
Cab022174.1,A01,.,AT4G18210.1
Cab022175.1,A01,.,AT4G18230.1
Cab047892.1,A01,.,0
Cab022176.2,A01,.,AT1G45100.1
Cab022177.1,A01,.,AT4G18250.1
Cab022178.1,A01,.,AT4G18290.1
Cab022179.1,A01,.,AT4G18335.1
Cab022180.1,A01,.,AT4G18340.1
BnaA01g09080D,A01,.,0
Cab022181.1,A01,.,0
Cab042049.1,A01,.,AT4G18350.1
Cab042048.1,A01,.,AT4G18360.1
Cab042047.3,A01,.,AT4G18370.1
Cab042046.1,A01,.,AT4G18375.2
Cab042045.2,A01,.,AT4G18380.2
Cab042044.1,A01,.,AT4G18390.2
Cab042043.1,A01,.,0
Cab042042.1,A01,.,AT4G18400.1
BnaA01g09190D,A01,.,0
Cab042041.1,A01,.,0
Cab042040.1,A01,.,AT4G18425.1
Cab042039.1,A01,.,AT4G18430.1
Cab042038.2,A01,.,AT1G36280.1
Cab042037.1,A01,.,AT4G18450.1
Cab042036.1,A01,.,AT4G18470.1
Cab042035.1,A01,.,AT4G09020.1
Cab042034.1,A01,.,0
Cab042033.2,A01,.,AT4G18465.1
Cab042032.1,A01,.,0
Cab042031.1,A01,.,0
Cab042030.1,A01,.,0
Cab042029.1,A01,.,0
Cab042028.1,A01,.,0
Cab042027.1,A01,.,AT4G18770.1
Cab042026.1,A01,.,AT4G18490.2
BnaA01g09340D,A01,.,0
Cab042025.1,A01,.,0
Cab042024.1,A01,.,0
Cab042023.1,A01,.,0
Cab042022.3,A01,.,AT4G18530.1
Cab042021.1,A01,.,AT4G18540.1
Cab042020.1,A01,.,AT4G18550.1
Cab042019.1,A01,.,0
Cab042018.2,A01,.,AT4G18570.1
BnaA01g09380D,A01,.,0
BnaA01g09390D,A01,.,AT4G18590.1
Cab042017.2,A01,.,AT4G18593.1
Cab042016.1,A01,.,AT4G18596.1
Cab042015.1,A01,.,AT4G18600.1
Cab042014.1,A01,.,AT4G18610.1
Cab042013.1,A01,.,0
Cab042012.1,A01,.,0
Cab042011.1,A01,.,0
Cab042009.1,A01,.,AT4G18630.1
Cab042008.1,A01,.,AT4G18640.1
Cab042007.1,A01,.,AT4G18650.1
Cab042006.1,A01,.,0
BnaA01g09510D,A01,.,AT5G06710.1
Cab042005.2,A01,.,AT4G18670.1
Cab042004.1,A01,.,0
Cab042003.2,A01,.,0
Cab042002.1,A01,.,AT4G18710.1
Cab042001.2,A01,.,AT4G18750.1
BnaA01g09550D,A01,.,AT4G18740.3
Cab042000.1,A01,.,AT4G18770.1
Cab041999.1,A01,.,0
Cab041998.1,A01,.,0
Cab041997.1,A01,.,AT4G18800.1
BnaA01g09630D,A01,.,0
Cab041996.1,A01,.,0
Cab041995.1,A01,.,0
Cab041993.1,A01,.,0
Cab041992.1,A01,.,AT4G18810.1
Cab041991.1,A01,.,AT4G18820.1
Cab041990.1,A01,.,AT4G18840.1
BnaA01g09670D,A01,.,0
Cab041989.2,A01,.,0
Cab041988.1,A01,.,AT4G18880.1
Cab041987.1,A01,.,AT4G18890.1
Cab041986.1,A01,.,AT4G18905.1
Cab041985.1,A01,.,AT4G18910.1
Cab041984.1,A01,.,AT4G18920.1
Cab041983.1,A01,.,AT4G18950.1
BnaA01g09750D,A01,.,AT4G18960.2
Cab041982.1,A01,.,AT4G18960.1
Cab041981.1,A01,.,0
Cab041980.1,A01,.,AT4G18975.4
Cab041979.1,A01,.,AT4G18980.1
Cab041978.1,A01,.,AT4G18990.1
Cab041977.1,A01,.,AT4G19003.1
Cab041976.1,A01,.,AT4G19010.1
Cab041975.2,A01,.,AT4G19020.1
Cab041974.2,A01,.,AT4G19040.1
Cab041973.1,A01,.,AT4G19050.1
Cab041972.1,A01,.,AT4G19060.1
Cab041971.1,A01,.,AT4G19120.2
Cab041970.1,A01,.,AT4G19140.1
Cab041969.1,A01,.,AT4G19150.1
Cab041968.1,A01,.,AT4G19160.2
Cab041967.1,A01,.,AT4G19170.1
Cab041966.1,A01,.,AT4G19180.1
Cab041965.1,A01,.,AT4G19185.1
Cab041964.1,A01,.,AT4G19190.1
Cab041963.1,A01,.,0
Cab041962.1,A01,.,0
Cab041961.1,A01,.,AT1G03280.1
Cab041960.1,A01,.,0
Cab041959.1,A01,.,AT4G19210.1
Cab041958.1,A01,.,0
Cab041957.1,A01,.,AT4G19230.1
Cab041956.1,A01,.,AT4G19350.1
Cab041955.1,A01,.,0
Cab041954.1,A01,.,0
Cab041953.1,A01,.,0
Cab041952.1,A01,.,AT4G19370.1
Cab041951.1,A01,.,AT4G19380.1
Cab041950.1,A01,.,AT4G19390.1
Cab041949.1,A01,.,0
Cab041948.1,A01,.,AT4G19410.2
Cab041947.1,A01,.,AT4G19410.1
Cab041946.1,A01,.,AT4G19420.1
Cab041944.1,A01,.,0
Cab041943.1,A01,.,AT4G19430.1
Cab041942.1,A01,.,AT4G19440.2
Cab041941.1,A01,.,AT4G19450.1
Cab041940.1,A01,.,AT4G19460.1
Cab041939.1,A01,.,0
Cab041938.1,A01,.,AT4G19490.2
Cab041937.1,A01,.,AT4G19540.1
Cab041936.1,A01,.,0
Cab041935.1,A01,.,0
Cab041934.1,A01,.,0
Cab041933.2,A01,.,AT4G19610.1
Cab041932.2,A01,.,0
Cab041931.1,A01,.,0
Cab041930.1,A01,.,0
Cab041929.1,A01,.,0
Cab041928.1,A01,.,0
Cab041927.1,A01,.,AT4G19640.1
Cab041926.1,A01,.,AT4G19645.2
Cab041925.1,A01,.,0
Cab047984.1,A01,.,0
Cab041924.1,A01,.,0
BnaA01g10190D,A01,.,0
Cab041923.1,A01,.,AT4G19650.1
Cab041922.1,A01,.,AT3G18100.3
BnaA01g10220D,A01,.,AT5G45110.1
Cab041921.1,A01,.,AT4G19670.2
Cab041920.1,A01,.,AT4G19680.2
BnaA01g10250D,A01,.,AT3G51670.1
Cab041919.1,A01,.,AT4G19690.2
Cab041918.1,A01,.,AT4G19690.2
Cab041917.1,A01,.,0
Cab041916.1,A01,.,AT4G19690.2
Cab041915.1,A01,.,0
Cab041914.1,A01,.,AT4G19700.1
Cab041912.1,A01,.,AT4G19710.2
Cab041911.1,A01,.,AT4G19810.1
Cab041909.1,A01,.,0
Cab041908.1,A01,.,0
Cab041907.1,A01,.,AT4G19840.1
Cab041906.1,A01,.,AT4G19850.2
Cab041905.1,A01,.,AT4G19860.1
Cab041904.1,A01,.,AT1G80070.1
Cab041903.1,A01,.,AT4G19890.1
Cab041902.1,A01,.,0
Cab041901.1,A01,.,AT4G19960.2
Cab041900.1,A01,.,AT4G19970.1
Cab041899.1,A01,.,0
BnaA01g10340D,A01,.,AT4G19985.1
BnaA01g10350D,A01,.,0
Cab041898.1,A01,.,AT4G20020.2
BnaA01g10370D,A01,.,AT4G20030.1
Cab041897.1,A01,.,AT4G20040.1
Cab041896.1,A01,.,AT4G20050.2
Cab041895.1,A01,.,AT4G20060.1
Cab041894.1,A01,.,AT4G20090.1
Cab041893.1,A01,.,AT4G20110.1
Cab041892.1,A01,.,AT4G20140.1
Cab041891.1,A01,.,AT4G20160.1
Cab041890.4,A01,.,AT4G20170.1
Cab041889.1,A01,.,AT4G20190.1
Cab041888.1,A01,.,AT4G20235.1
Cab041887.1,A01,.,0
Cab041886.1,A01,.,AT4G20260.3
Cab041885.2,A01,.,AT4G20270.1
Cab041884.2,A01,.,0
Cab041883.1,A01,.,AT4G20300.2
Cab041882.1,A01,.,AT4G20310.3
BnaA01g10520D,A01,.,0
Cab041881.1,A01,.,0
Cab041880.1,A01,.,AT4G20320.2
Cab041879.3,A01,.,AT4G20400.1
BnaA01g10600D,A01,.,AT4G20410.1
Cab041878.1,A01,.,0
Cab041877.1,A01,.,AT4G20430.1
Cab041876.1,A01,.,0
BnaA01g10640D,A01,.,0
Cab041875.1,A01,.,AT4G20460.1
Cab041874.1,A01,.,AT4G20740.1
Cab041873.1,A01,.,AT4G20760.1
Cab041872.1,A01,.,AT4G20770.1
Cab041871.2,A01,.,AT4G20780.1
Cab041870.1,A01,.,AT4G20790.1
Cab041869.1,A01,.,AT4G20800.1
Cab041868.1,A01,.,AT4G20800.1
Cab041867.1,A01,.,0
Cab041866.1,A01,.,AT4G20820.1
Cab041865.1,A01,.,AT4G20830.1
Cab041864.1,A01,.,AT4G20850.1
Cab041863.1,A01,.,AT4G20860.1
Cab041862.1,A01,.,AT4G20870.1
Cab041861.1,A01,.,0
Cab041860.1,A01,.,AT4G20890.1
Cab041859.1,A01,.,AT4G20910.2
Cab041858.1,A01,.,AT4G20910.2
Cab041857.1,A01,.,AT4G20920.1
Cab041856.1,A01,.,AT4G20940.1
Cab041855.1,A01,.,AT4G20970.1
Cab041854.1,A01,.,0
Cab041853.1,A01,.,0
Cab041852.1,A01,.,AT4G21020.1
Cab041851.1,A01,.,0
BnaA01g10900D,A01,.,AT5G07135.1
Cab041850.1,A01,.,0
Cab023999.1,A01,.,0
Cab024000.1,A01,.,0
Cab024001.1,A01,.,0
Cab024002.1,A01,.,0
Cab024003.1,A01,.,AT4G21060.1
Cab024004.1,A01,.,0
Cab024005.1,A01,.,0
Cab024006.1,A01,.,0
Cab024007.1,A01,.,AT4G21060.2
Cab024008.1,A01,.,AT4G21065.1
Cab024009.1,A01,.,AT4G21070.1
Cab024010.3,A01,.,AT4G20860.1
Cab024011.1,A01,.,0
Cab024012.1,A01,.,0
Cab024013.1,A01,.,AT1G47620.1
Cab024014.1,A01,.,0
Cab024015.1,A01,.,AT4G21150.3
Cab024016.1,A01,.,AT4G21160.4
Cab024017.2,A01,.,AT4G21170.1
BnaA01g11110D,A01,.,AT4G13360.1
Cab024018.1,A01,.,AT4G21180.1
Cab024019.1,A01,.,AT4G21200.1
Cab024020.2,A01,.,AT4G21210.1
Cab024021.1,A01,.,AT4G21215.2
BnaA01g11150D,A01,.,0
Cab024022.1,A01,.,AT4G21230.1
Cab024023.1,A01,.,AT4G21250.1
Cab024024.1,A01,.,AT4G21280.1
BnaA01g11210D,A01,.,AT4G21310.1
Cab024025.1,A01,.,AT4G21300.1
BnaA01g34130D,A01,.,ATCG00790.1
BnaA01g34140D,A01,.,ATCG00780.1
BnaA01g34150D,A01,.,ATCG00160.1
BnaA01g34160D,A01,.,ATCG00170.1
BnaA01g34170D,A01,.,ATCG00120.1
BnaA01g34180D,A01,.,ATCG00130.1
BnaA01g34190D,A01,.,ATCG00140.1
BnaA01g34200D,A01,.,ATCG00150.1
BnaA01g34210D,A01,.,ATCG00160.1
BnaA01g34220D,A01,.,ATCG00170.1
BnaA01g34230D,A01,.,ATCG00180.1
BnaA01g34240D,A01,.,ATCG01130.1
Cab024026.1,A01,.,AT4G21330.1
Cab024027.1,A01,.,AT4G21330.1
Cab024028.1,A01,.,AT4G21340.1
Cab024029.1,A01,.,AT4G21350.1
Cab024030.1,A01,.,AT4G21380.1
Cab024031.1,A01,.,AT4G21390.1
Cab024032.1,A01,.,AT4G21410.1
BnaA01g11260D,A01,.,AT4G21420.1
Cab024033.1,A01,.,AT4G21430.1
Cab024034.1,A01,.,AT4G21440.1
Cab024035.1,A01,.,AT4G21445.1
BnaA01g11300D,A01,.,AT1G20470.1
Cab024036.1,A01,.,AT4G21450.1
Cab024037.1,A01,.,AT4G21470.1
Cab024038.1,A01,.,AT4G21480.1
Cab024039.1,A01,.,0
Cab024040.1,A01,.,AT4G30440.1
Cab024041.1,A01,.,0
Cab024042.1,A01,.,AT4G21520.1
Cab024043.1,A01,.,AT4G21530.1
Cab024044.1,A01,.,AT4G21550.1
Cab024045.1,A01,.,0
Cab024046.2,A01,.,AT4G21570.1
Cab024047.1,A01,.,0
Cab024048.1,A01,.,AT5G62390.1
Cab024049.2,A01,.,AT5G62390.1
Cab024050.2,A01,.,AT4G21580.1
Cab024051.1,A01,.,AT4G21585.1
Cab024052.1,A01,.,AT4G21600.1
Cab024053.1,A01,.,0
Cab024054.1,A01,.,AT4G21650.1
Cab024055.2,A01,.,AT4G21660.2
Cab024056.2,A01,.,AT4G21670.1
BnaA01g11510D,A01,.,AT4G21680.1
Cab024058.1,A01,.,0
Cab024059.1,A01,.,0
Cab024060.1,A01,.,AT4G21700.1
Cab024061.1,A01,.,0
Cab024063.1,A01,.,AT1G48400.1
Cab024064.1,A01,.,AT4G21710.1
Cab024065.1,A01,.,AT4G21720.1
BnaA01g11560D,A01,.,0
Cab024066.1,A01,.,AT4G21740.1
Cab024067.1,A01,.,0
Cab024068.1,A01,.,0
Cab024069.1,A01,.,0
Cab024070.1,A01,.,0
Cab024071.1,A01,.,0
Cab024072.1,A01,.,0
Cab024073.1,A01,.,AT4G21745.1
Cab024074.1,A01,.,AT4G21750.2
Cab024075.1,A01,.,AT4G21760.1
Cab024076.1,A01,.,AT4G21770.1
Cab024077.1,A01,.,AT4G21780.1
